satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,id_employe,age,genre,revenu_mensuel,statut_marital,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
1,3,3,4,2,3,Non,1102,28,M,2207,Divorcé(e),Consultant,1,4,0,1,5,15,2,Infra & Cloud,Occasionnel,2
1,3,4,3,2,3,Non,1103,34,M,7756,Célibataire,Manager,0,6,0,0,1,3,1,Infra & Cloud,Frequent,0
4,2,4,3,3,3,Oui,1105,37,F,6694,Divorcé(e),Cadre Commercial,2,1,0,3,5,10,4,Infra & Cloud,Occasionnel,0
4,3,4,2,4,3,Oui,1106,25,M,3691,Marié(e),Consultant,1,7,1,1,3,4,1,Entrepreunariat,Occasionnel,5
1,3,3,3,2,4,Non,1107,26,M,2377,Divorcé(e),Consultant,1,1,1,1,0,21,3,Transformation Digitale,Occasionnel,0
1,2,2,2,3,4,Oui,1108,33,M,2313,Célibataire,Assistant de Direction,4,2,1,0,0,25,3,Transformation Digitale,Occasionnel,2
4,3,1,4,3,3,Non,1109,42,M,17665,Marié(e),Senior Manager,0,22,0,1,3,2,2,Transformation Digitale,Occasionnel,13
1,2,2,1,3,3,Non,1111,28,M,2596,Divorcé(e),Consultant,1,1,1,2,2,1,3,Transformation Digitale,Frequent,0
4,3,3,4,3,3,Oui,1113,50,M,4728,Célibataire,Cadre Commercial,3,0,1,0,4,1,4,Autre,Frequent,0
4,3,2,3,3,3,Non,1114,33,F,4302,Marié(e),Cadre Commercial,0,3,0,1,3,7,3,Infra & Cloud,Frequent,0
3,2,4,4,3,3,Non,1115,34,M,2979,Marié(e),Assistant de Direction,3,0,0,3,2,3,4,Infra & Cloud,Aucun,0
1,4,4,3,2,4,Non,1116,48,M,16885,Célibataire,Senior Manager,2,5,0,0,3,1,4,Transformation Digitale,Aucun,2
2,2,3,4,3,3,Non,1117,45,F,5593,Marié(e),Cadre Commercial,1,15,0,1,2,9,4,Infra & Cloud,Aucun,4
2,3,2,4,3,3,Non,1118,52,M,10445,Célibataire,Manager,7,8,0,0,4,7,4,Infra & Cloud,Occasionnel,4
3,2,3,2,3,3,Oui,1119,38,M,8740,Divorcé(e),Cadre Commercial,0,8,0,2,2,10,4,Marketing,Occasionnel,2
3,3,4,1,3,4,Non,1120,29,F,2514,Divorcé(e),Assistant de Direction,4,7,0,1,1,28,4,Infra & Cloud,Occasionnel,1
4,3,2,2,2,3,Non,1121,28,F,7655,Divorcé(e),Tech Lead,0,9,0,3,3,3,3,Transformation Digitale,Occasionnel,1
1,3,3,4,3,3,Non,1124,46,M,17465,Marié(e),Senior Manager,3,12,0,1,3,3,1,Marketing,Occasionnel,4
4,3,2,3,3,3,Non,1125,38,M,7351,Célibataire,Cadre Commercial,7,1,0,0,2,2,2,Marketing,Occasionnel,0
3,3,1,3,3,3,Non,1126,43,F,10820,Marié(e),Tech Lead,8,8,0,1,1,27,3,Infra & Cloud,Frequent,0
1,3,4,4,3,3,Non,1127,39,M,12169,Divorcé(e),Manager,7,18,1,3,4,2,3,Infra & Cloud,Frequent,11
3,2,3,1,4,3,Non,1128,40,M,19626,Célibataire,Directeur Technique,1,20,0,0,2,14,3,Transformation Digitale,Occasionnel,4
4,2,2,3,4,3,Oui,1131,21,F,2070,Célibataire,Assistant de Direction,1,2,0,0,6,1,1,Entrepreunariat,Occasionnel,2
3,3,2,3,2,3,Non,1132,39,M,6782,Célibataire,Consultant,9,5,0,0,2,9,3,Infra & Cloud,Aucun,0
1,3,4,1,3,4,Non,1133,36,M,7779,Célibataire,Tech Lead,2,11,0,0,0,18,4,Infra & Cloud,Aucun,0
3,4,4,1,3,3,Non,1135,31,M,2791,Marié(e),Représentant Commercial,0,2,0,1,4,20,3,Infra & Cloud,Frequent,2
1,2,2,1,1,3,Non,1136,28,M,3201,Marié(e),Assistant de Direction,0,5,0,0,2,2,1,Infra & Cloud,Occasionnel,0
4,3,4,4,3,3,Non,1137,35,M,4968,Divorcé(e),Cadre Commercial,1,5,0,1,3,11,2,Marketing,Frequent,0
4,2,2,2,3,3,Non,1138,49,M,13120,Marié(e),Cadre Commercial,6,9,0,1,3,8,4,Entrepreunariat,Occasionnel,2
4,3,3,4,2,3,Non,1140,34,M,4033,Célibataire,Tech Lead,2,3,0,0,3,2,2,Infra & Cloud,Frequent,0
4,3,2,4,2,3,Non,1143,29,F,3291,Divorcé(e),Assistant de Direction,0,7,0,2,2,10,3,Infra & Cloud,Frequent,1
2,1,4,1,3,3,Non,1148,42,M,4272,Célibataire,Consultant,4,1,0,0,3,29,3,Transformation Digitale,Occasionnel,0
2,2,4,3,2,3,Oui,1150,29,M,5056,Marié(e),Tech Lead,1,10,0,1,2,8,1,Transformation Digitale,Occasionnel,1
3,4,3,4,4,3,Non,1152,38,M,2844,Marié(e),Ressources Humaines,1,7,0,1,2,1,3,Ressources Humaines,Occasionnel,5
3,2,3,4,3,3,Oui,1154,28,M,2703,Divorcé(e),Assistant de Direction,1,3,0,1,2,6,3,Infra & Cloud,Frequent,0
3,3,3,4,3,3,Non,1156,18,M,1904,Célibataire,Consultant,1,0,1,0,0,8,1,Transformation Digitale,Aucun,0
1,3,1,1,3,3,Oui,1157,33,F,8224,Célibataire,Cadre Commercial,0,5,1,0,3,9,4,Marketing,Occasionnel,0
2,3,4,1,3,3,Oui,1158,41,M,4766,Marié(e),Consultant,3,1,0,1,4,12,4,Infra & Cloud,Occasionnel,0
3,3,3,3,2,3,Non,1160,31,M,2610,Marié(e),Consultant,1,2,1,1,5,15,3,Transformation Digitale,Frequent,2
3,2,4,3,3,3,Non,1161,37,F,5731,Divorcé(e),Manager,7,6,0,2,2,25,2,Transformation Digitale,Occasionnel,1
4,2,3,3,3,3,Non,1162,27,M,2539,Marié(e),Assistant de Direction,1,4,0,1,0,6,3,Infra & Cloud,Occasionnel,2
2,3,3,1,2,4,Non,1163,34,F,5714,Marié(e),Cadre Commercial,1,6,0,0,3,9,1,Infra & Cloud,Occasionnel,1
3,3,3,2,1,3,Non,1164,35,M,4323,Célibataire,Ressources Humaines,1,5,0,0,2,8,4,Entrepreunariat,Occasionnel,1
4,2,1,1,1,3,Non,1165,29,F,7336,Marié(e),Cadre Commercial,1,11,1,1,3,23,1,Infra & Cloud,Occasionnel,3
2,3,3,3,2,3,Non,1166,40,F,13499,Célibataire,Directeur Technique,9,18,0,0,3,9,4,Transformation Digitale,Frequent,2
3,3,1,2,2,3,Oui,1167,42,M,13758,Célibataire,Cadre Commercial,0,21,1,0,2,12,3,Infra & Cloud,Frequent,13
2,3,1,4,4,3,Non,1171,42,M,5155,Célibataire,Cadre Commercial,7,6,0,0,3,4,4,Marketing,Occasionnel,1
4,2,3,2,3,3,Non,1172,35,M,2258,Marié(e),Consultant,6,8,0,1,2,1,4,Transformation Digitale,Occasionnel,1
4,3,2,4,3,4,Non,1173,24,M,3597,Célibataire,Consultant,8,4,0,0,2,24,3,Transformation Digitale,Occasionnel,1
3,3,4,4,2,3,Oui,1175,28,F,2515,Marié(e),Consultant,1,1,1,0,4,12,1,Infra & Cloud,Occasionnel,0
1,4,4,2,3,4,Non,1177,26,M,4420,Marié(e),Consultant,1,8,0,1,2,3,4,Transformation Digitale,Occasionnel,0
3,2,3,1,3,3,Non,1179,30,M,6578,Marié(e),Cadre Commercial,1,10,0,1,3,10,3,Marketing,Occasionnel,1
3,2,4,4,1,3,Oui,1180,40,F,4422,Marié(e),Assistant de Direction,3,1,0,1,3,26,2,Transformation Digitale,Frequent,0
3,2,2,2,4,3,Non,1182,35,M,10274,Divorcé(e),Tech Lead,2,7,0,1,2,2,3,Infra & Cloud,Occasionnel,6
4,2,1,3,3,4,Non,1184,34,M,5343,Célibataire,Manager,0,13,0,0,3,1,3,Transformation Digitale,Frequent,4
4,2,4,2,4,3,Non,1185,35,M,2376,Marié(e),Consultant,1,2,0,1,2,4,4,Autre,Frequent,2
1,1,3,2,2,3,Non,1188,43,F,5346,Célibataire,Cadre Commercial,8,4,1,0,2,9,3,Marketing,Occasionnel,1
3,3,1,3,3,3,Non,1190,32,F,2827,Divorcé(e),Représentant Commercial,1,1,0,3,3,2,1,Infra & Cloud,Aucun,0
4,3,1,4,3,3,Non,1191,56,F,19943,Divorcé(e),Senior Manager,4,5,0,1,2,4,4,Entrepreunariat,Occasionnel,4
2,3,4,1,3,3,Non,1192,29,F,3131,Marié(e),Consultant,1,10,0,1,5,6,1,Transformation Digitale,Occasionnel,0
3,3,1,3,3,4,Non,1193,19,M,2552,Célibataire,Assistant de Direction,1,1,0,0,4,9,2,Infra & Cloud,Occasionnel,0
1,3,3,3,2,3,Oui,1195,45,F,4477,Marié(e),Assistant de Direction,4,3,0,1,2,7,3,Transformation Digitale,Occasionnel,0
4,2,4,2,2,3,Non,1196,37,F,6474,Marié(e),Tech Lead,1,14,0,1,2,1,3,Infra & Cloud,Occasionnel,3
1,2,3,1,2,3,Non,1198,20,M,3033,Célibataire,Consultant,1,2,0,0,2,3,3,Infra & Cloud,Occasionnel,1
3,3,3,3,3,3,Oui,1200,44,M,2936,Célibataire,Assistant de Direction,1,6,1,0,4,10,4,Infra & Cloud,Occasionnel,0
4,3,3,2,3,3,Non,1201,53,F,18606,Divorcé(e),Senior Manager,3,7,0,1,6,7,2,Transformation Digitale,Occasionnel,4
2,1,4,1,2,3,Oui,1202,29,F,2168,Marié(e),Assistant de Direction,0,5,0,1,2,15,1,Infra & Cloud,Occasionnel,1
3,2,4,2,3,3,Oui,1203,22,M,2853,Marié(e),Assistant de Direction,0,0,1,1,5,3,4,Infra & Cloud,Frequent,0
3,3,1,1,3,4,Non,1204,46,F,17048,Marié(e),Senior Manager,8,26,0,0,2,2,3,Marketing,Occasionnel,15
4,1,3,4,3,3,Non,1206,44,M,2290,Célibataire,Assistant de Direction,2,0,0,0,3,17,3,Infra & Cloud,Aucun,0
2,3,3,4,3,3,Non,1207,33,M,3600,Marié(e),Ressources Humaines,1,5,0,1,2,2,3,Ressources Humaines,Occasionnel,1
1,2,1,1,1,3,Non,1210,41,M,2107,Divorcé(e),Assistant de Direction,6,1,1,1,2,5,2,Infra & Cloud,Aucun,0
3,3,1,3,3,3,Non,1211,30,M,4115,Divorcé(e),Cadre Commercial,8,4,0,3,3,29,4,Infra & Cloud,Occasionnel,0
2,3,2,4,3,3,Non,1212,40,M,4327,Marié(e),Cadre Commercial,5,0,0,3,2,2,4,Transformation Digitale,Frequent,0
4,3,1,3,3,4,Non,1215,50,F,17856,Marié(e),Senior Manager,2,2,0,1,3,2,3,Transformation Digitale,Frequent,2
4,2,1,3,3,3,Non,1216,28,M,3196,Marié(e),Consultant,1,6,0,3,2,19,4,Transformation Digitale,Occasionnel,3
4,3,2,1,3,3,Non,1217,46,M,19081,Marié(e),Directeur Technique,5,4,0,1,2,15,2,Infra & Cloud,Occasionnel,0
3,3,1,4,3,3,Oui,1218,35,M,8966,Marié(e),Cadre Commercial,3,7,0,3,2,17,4,Infra & Cloud,Occasionnel,1
4,3,2,1,1,3,Non,1219,24,F,2210,Marié(e),Consultant,1,1,1,1,3,17,2,Infra & Cloud,Occasionnel,0
2,3,3,1,2,3,Non,1220,33,F,4539,Marié(e),Cadre Commercial,1,10,0,1,3,25,3,Transformation Digitale,Frequent,0
3,1,3,3,3,3,Non,1221,36,M,2741,Divorcé(e),Consultant,1,7,0,1,4,6,4,Infra & Cloud,Occasionnel,1
3,3,3,1,2,3,Non,1224,30,M,3491,Divorcé(e),Consultant,1,10,0,3,4,7,4,Infra & Cloud,Occasionnel,8
4,3,4,2,3,4,Non,1225,44,M,4541,Célibataire,Assistant de Direction,1,20,0,0,3,29,4,Autre,Occasionnel,13
3,4,4,4,3,3,Non,1226,20,M,2678,Célibataire,Représentant Commercial,1,2,0,0,2,21,3,Marketing,Occasionnel,2
4,3,4,3,2,3,Non,1228,46,M,7379,Divorcé(e),Tech Lead,2,6,0,1,3,2,4,Entrepreunariat,Occasionnel,1
4,4,1,1,4,3,Non,1231,42,M,6272,Marié(e),Ressources Humaines,7,4,0,1,3,2,5,Transformation Digitale,Aucun,0
2,4,4,2,3,3,Oui,1233,60,M,5220,Divorcé(e),Cadre Commercial,0,11,0,1,3,7,4,Marketing,Occasionnel,1
3,2,2,3,3,4,Non,1234,32,F,2743,Marié(e),Consultant,1,2,0,1,2,13,3,Autre,Frequent,2
4,3,3,4,3,3,Oui,1235,32,F,4998,Célibataire,Assistant de Direction,4,8,0,0,2,2,2,Infra & Cloud,Frequent,0
3,1,1,3,3,4,Oui,1237,36,F,10252,Divorcé(e),Tech Lead,2,7,0,1,2,1,3,Entrepreunariat,Occasionnel,7
1,3,4,2,3,3,Non,1238,33,M,2781,Marié(e),Assistant de Direction,0,14,0,1,5,9,3,Transformation Digitale,Occasionnel,4
2,2,2,2,4,3,Non,1239,40,F,6852,Divorcé(e),Cadre Commercial,7,5,0,1,2,10,3,Entrepreunariat,Occasionnel,1
3,3,4,2,3,3,Non,1240,25,M,4950,Célibataire,Cadre Commercial,0,4,0,0,4,10,4,Infra & Cloud,Occasionnel,1
4,3,2,1,3,4,Oui,1241,30,M,3579,Marié(e),Assistant de Direction,0,11,0,1,2,1,3,Transformation Digitale,Occasionnel,5
1,3,1,3,3,3,Oui,1242,42,F,13191,Marié(e),Directeur Technique,3,1,0,0,6,26,5,Transformation Digitale,Frequent,0
3,2,4,2,2,3,Oui,1243,35,F,10377,Marié(e),Cadre Commercial,4,13,0,1,6,8,2,Marketing,Aucun,4
1,3,1,4,2,3,Oui,1244,27,M,2235,Marié(e),Assistant de Direction,1,9,0,2,3,14,3,Infra & Cloud,Occasionnel,6
4,3,3,1,1,3,Non,1245,54,F,10502,Divorcé(e),Tech Lead,7,5,0,1,2,1,4,Infra & Cloud,Frequent,1
1,4,4,4,3,3,Non,1246,44,F,2011,Marié(e),Assistant de Direction,1,10,0,1,5,2,1,Infra & Cloud,Occasionnel,7
1,2,2,2,4,4,Oui,1248,19,F,1859,Célibataire,Assistant de Direction,1,1,1,0,2,10,3,Transformation Digitale,Aucun,0
1,3,4,1,3,3,Non,1249,29,F,3760,Divorcé(e),Assistant de Direction,1,3,0,3,5,1,3,Infra & Cloud,Occasionnel,1
4,3,4,1,3,3,Non,1250,54,M,17779,Marié(e),Directeur Technique,3,10,0,0,2,3,3,Infra & Cloud,Occasionnel,0
3,3,1,4,2,3,Oui,1251,31,M,6833,Marié(e),Manager,1,6,0,0,2,11,2,Transformation Digitale,Occasionnel,0
3,2,1,2,3,3,Non,1252,31,F,6812,Célibataire,Manager,1,10,0,0,2,24,3,Transformation Digitale,Occasionnel,1
3,2,4,4,3,3,Non,1254,59,F,5171,Célibataire,Cadre Commercial,5,6,0,0,2,3,3,Infra & Cloud,Occasionnel,0
3,1,4,2,3,3,Non,1255,43,M,19740,Marié(e),Directeur Technique,3,8,0,1,2,3,3,Infra & Cloud,Occasionnel,0
1,2,3,3,4,3,Non,1256,49,M,18711,Marié(e),Senior Manager,2,1,0,1,2,4,2,Transformation Digitale,Occasionnel,0
3,3,2,3,2,3,Non,1257,36,M,3692,Marié(e),Assistant de Direction,1,11,0,0,2,3,3,Entrepreunariat,Frequent,0
4,4,2,3,2,3,Non,1258,48,M,2559,Célibataire,Consultant,5,1,0,0,4,2,2,Entrepreunariat,Occasionnel,0
1,3,3,2,3,3,Non,1259,27,M,2517,Divorcé(e),Assistant de Direction,1,5,0,3,2,4,2,Infra & Cloud,Occasionnel,0
3,3,4,2,3,3,Oui,1260,29,M,6623,Divorcé(e),Manager,1,6,0,2,2,7,3,Infra & Cloud,Occasionnel,1
4,2,4,3,4,3,Non,1263,48,M,18265,Célibataire,Directeur Technique,6,1,0,0,3,1,3,Infra & Cloud,Occasionnel,0
4,2,4,2,2,3,Non,1264,29,F,16124,Divorcé(e),Directeur Technique,3,7,0,2,2,1,3,Infra & Cloud,Occasionnel,1
3,4,3,4,2,3,Non,1265,34,F,2585,Marié(e),Assistant de Direction,0,1,0,0,5,20,3,Entrepreunariat,Occasionnel,0
2,3,2,3,3,3,Non,1267,44,M,18213,Marié(e),Senior Manager,7,22,0,1,5,5,3,Marketing,Occasionnel,3
4,4,3,4,3,3,Oui,1268,33,M,8380,Divorcé(e),Cadre Commercial,0,9,0,2,3,10,5,Marketing,Occasionnel,0
2,4,4,4,3,3,Oui,1269,19,F,2994,Célibataire,Assistant de Direction,1,1,0,0,2,25,3,Infra & Cloud,Occasionnel,0
4,3,3,4,3,4,Non,1270,23,M,1223,Marié(e),Assistant de Direction,1,1,0,1,2,1,2,Infra & Cloud,Occasionnel,0
3,1,4,4,3,3,Oui,1273,25,M,1118,Célibataire,Représentant Commercial,1,1,1,0,4,24,1,Infra & Cloud,Frequent,1
3,3,4,2,2,4,Oui,1275,26,M,2875,Célibataire,Assistant de Direction,1,8,0,0,2,4,2,Infra & Cloud,Occasionnel,2
1,1,2,1,3,3,Oui,1277,45,F,18824,Célibataire,Senior Manager,2,24,1,0,2,2,3,Marketing,Occasionnel,1
4,2,2,4,3,3,Oui,1278,55,M,13577,Divorcé(e),Manager,1,33,0,1,3,8,1,Transformation Digitale,Aucun,15
1,2,3,3,1,4,Non,1279,21,F,2625,Célibataire,Consultant,1,2,1,0,2,10,2,Infra & Cloud,Frequent,2
4,2,2,3,3,3,Non,1280,46,F,18789,Marié(e),Senior Manager,2,11,0,1,2,4,2,Marketing,Occasionnel,0
3,3,1,4,3,3,Oui,1281,34,F,4538,Célibataire,Cadre Commercial,0,3,0,0,3,2,3,Marketing,Occasionnel,0
4,3,2,1,2,4,Oui,1282,51,M,19847,Divorcé(e),Senior Manager,4,29,0,1,5,9,3,Infra & Cloud,Frequent,11
4,3,4,4,2,3,Non,1283,59,M,10512,Célibataire,Tech Lead,6,9,0,0,6,18,4,Transformation Digitale,Occasionnel,5
3,3,2,3,4,3,Non,1285,34,F,4444,Divorcé(e),Consultant,4,11,0,2,2,19,3,Transformation Digitale,Frequent,5
4,3,3,3,2,3,Oui,1286,28,M,2154,Célibataire,Consultant,0,4,0,0,2,1,4,Transformation Digitale,Frequent,0
3,4,1,4,2,3,Non,1288,44,M,19190,Divorcé(e),Senior Manager,1,25,0,2,4,4,2,Infra & Cloud,Occasionnel,14
3,2,2,4,4,3,Non,1289,34,M,4490,Marié(e),Ressources Humaines,4,10,0,2,5,11,3,Infra & Cloud,Frequent,1
3,3,3,4,3,3,Oui,1291,35,M,3506,Marié(e),Assistant de Direction,0,3,0,0,3,6,1,Infra & Cloud,Occasionnel,2
2,4,2,4,3,3,Oui,1292,42,F,2372,Marié(e),Assistant de Direction,6,1,0,0,2,7,4,Transformation Digitale,Occasionnel,0
4,2,4,4,4,3,Non,1293,43,F,10231,Célibataire,Cadre Commercial,3,21,0,0,3,4,4,Marketing,Occasionnel,15
3,3,2,4,3,3,Oui,1294,36,F,5410,Célibataire,Tech Lead,9,16,0,0,2,2,4,Infra & Cloud,Occasionnel,5
1,3,4,4,3,3,Non,1295,44,F,7978,Marié(e),Manager,1,10,1,1,2,15,3,Transformation Digitale,Occasionnel,0
4,2,4,2,3,3,Oui,1296,28,M,3867,Marié(e),Consultant,1,2,0,1,2,2,3,Infra & Cloud,Frequent,2
2,2,3,2,2,3,Non,1297,51,F,2838,Célibataire,Consultant,0,7,0,0,6,6,2,Transformation Digitale,Frequent,7
3,3,3,3,3,3,Oui,1298,30,F,4695,Célibataire,Tech Lead,7,8,0,0,3,9,2,Transformation Digitale,Aucun,1
2,3,3,1,3,3,Oui,1299,29,F,3339,Divorcé(e),Consultant,3,7,1,2,2,7,3,Entrepreunariat,Occasionnel,7
4,3,1,2,2,3,Non,1301,28,M,2080,Célibataire,Assistant de Direction,2,3,0,0,2,1,3,Entrepreunariat,Occasionnel,1
4,3,2,4,2,3,Non,1303,25,F,2096,Célibataire,Assistant de Direction,1,2,0,0,3,1,3,Transformation Digitale,Occasionnel,2
3,4,4,3,4,3,Non,1304,32,M,6209,Marié(e),Cadre Commercial,1,10,0,2,4,8,3,Transformation Digitale,Occasionnel,0
2,3,2,3,3,4,Non,1306,45,F,18061,Célibataire,Senior Manager,3,0,0,0,4,25,3,Transformation Digitale,Frequent,0
3,2,2,4,3,3,Oui,1307,39,F,17123,Divorcé(e),Senior Manager,6,19,0,2,4,13,4,Transformation Digitale,Occasionnel,15
1,3,3,4,3,3,Non,1308,58,M,2372,Divorcé(e),Assistant de Direction,1,2,0,2,3,23,4,Infra & Cloud,Occasionnel,2
4,3,3,1,3,3,Non,1309,32,M,4883,Marié(e),Consultant,1,10,1,1,3,7,2,Infra & Cloud,Occasionnel,1
3,3,1,1,3,3,Non,1310,39,M,3904,Célibataire,Assistant de Direction,0,5,1,0,2,23,3,Transformation Digitale,Occasionnel,0
1,2,4,1,3,3,Non,1311,30,F,4627,Marié(e),Consultant,0,9,0,1,6,6,3,Entrepreunariat,Occasionnel,6
4,3,3,1,3,3,Non,1312,36,F,7094,Marié(e),Manager,3,7,0,0,0,10,4,Entrepreunariat,Occasionnel,1
4,3,1,3,4,3,Non,1314,46,F,3423,Célibataire,Ressources Humaines,6,7,0,0,3,1,2,Infra & Cloud,Occasionnel,5
3,1,4,1,3,3,Non,1315,28,F,6674,Marié(e),Consultant,0,9,0,3,6,1,3,Infra & Cloud,Aucun,7
4,3,1,2,3,3,Oui,1317,50,F,16880,Marié(e),Directeur Technique,4,3,0,0,2,28,3,Infra & Cloud,Occasionnel,1
4,2,2,3,3,3,Oui,1318,40,M,9094,Célibataire,Cadre Commercial,2,5,1,0,2,25,4,Marketing,Occasionnel,1
2,3,2,3,2,3,Oui,1319,52,M,8446,Célibataire,Cadre Commercial,9,8,1,0,2,5,3,Infra & Cloud,Occasionnel,7
2,3,1,4,3,4,Oui,1321,30,F,11916,Marié(e),Senior Manager,1,9,0,2,2,17,4,Transformation Digitale,Occasionnel,0
1,3,3,1,3,3,Non,1322,39,M,4534,Célibataire,Tech Lead,0,8,0,0,6,18,2,Infra & Cloud,Occasionnel,1
4,3,3,1,2,3,Oui,1324,31,F,9852,Divorcé(e),Cadre Commercial,1,10,0,1,5,2,4,Infra & Cloud,Aucun,9
3,1,2,1,3,3,Non,1329,41,M,6151,Célibataire,Cadre Commercial,1,19,0,0,4,10,2,Transformation Digitale,Aucun,11
4,3,2,1,4,3,Oui,1331,31,F,2302,Célibataire,Représentant Commercial,1,3,1,0,2,1,3,Infra & Cloud,Frequent,2
1,3,1,3,4,3,Non,1333,44,M,2362,Marié(e),Consultant,4,3,1,0,4,3,3,Infra & Cloud,Occasionnel,1
3,3,3,4,2,3,Oui,1334,42,M,17861,Marié(e),Senior Manager,0,20,0,0,3,2,1,Infra & Cloud,Aucun,2
4,1,3,4,3,3,Non,1336,55,F,19187,Marié(e),Senior Manager,4,19,0,1,5,2,2,Transformation Digitale,Occasionnel,9
4,3,2,1,3,3,Non,1338,56,M,19717,Célibataire,Senior Manager,6,7,0,0,4,8,4,Infra & Cloud,Occasionnel,7
3,3,3,2,3,3,Non,1340,40,M,3544,Divorcé(e),Assistant de Direction,9,4,0,1,0,16,2,Infra & Cloud,Aucun,0
4,3,4,4,2,3,Non,1344,34,M,8500,Divorcé(e),Manager,0,9,0,1,0,9,3,Infra & Cloud,Occasionnel,1
3,3,4,3,3,3,Non,1346,40,M,4661,Célibataire,Assistant de Direction,1,9,0,0,4,2,3,Infra & Cloud,Occasionnel,8
3,3,1,4,3,3,Non,1349,41,F,4103,Divorcé(e),Cadre Commercial,0,9,0,1,2,1,3,Marketing,Frequent,1
3,3,3,2,3,3,Oui,1350,35,M,4249,Célibataire,Assistant de Direction,1,9,0,0,3,4,4,Infra & Cloud,Frequent,1
3,3,2,2,3,3,Oui,1352,51,M,14026,Divorcé(e),Senior Manager,1,33,0,1,2,5,3,Infra & Cloud,Occasionnel,0
2,3,1,4,3,3,Non,1355,38,F,6893,Divorcé(e),Cadre Commercial,3,7,0,1,3,2,2,Infra & Cloud,Occasionnel,1
3,3,1,4,4,3,Non,1356,34,F,6125,Célibataire,Cadre Commercial,1,10,0,0,6,15,2,Transformation Digitale,Occasionnel,9
4,3,4,3,2,3,Non,1358,25,M,3669,Marié(e),Consultant,3,3,0,3,6,19,1,Transformation Digitale,Occasionnel,1
3,2,1,4,2,3,Oui,1360,58,F,10008,Marié(e),Tech Lead,7,10,1,0,0,7,4,Transformation Digitale,Occasionnel,5
2,3,2,3,3,4,Non,1361,40,M,2387,Marié(e),Consultant,3,4,0,1,3,1,4,Infra & Cloud,Occasionnel,0
1,4,1,4,2,3,Non,1362,36,F,4639,Marié(e),Cadre Commercial,2,15,0,1,2,7,3,Marketing,Frequent,6
4,3,4,3,3,3,Non,1363,48,M,7898,Célibataire,Tech Lead,1,10,0,0,2,4,3,Infra & Cloud,Occasionnel,0
3,4,4,2,3,3,Non,1364,27,F,2534,Marié(e),Représentant Commercial,8,1,0,1,4,11,3,Transformation Digitale,Occasionnel,0
4,2,2,2,2,3,Non,1367,51,F,13142,Célibataire,Tech Lead,3,5,0,0,1,11,2,Entrepreunariat,Occasionnel,0
4,3,4,3,4,3,Non,1368,18,F,1611,Célibataire,Consultant,1,0,0,0,5,1,3,Infra & Cloud,Aucun,0
4,2,4,2,3,3,Non,1369,35,F,5363,Marié(e),Consultant,0,9,0,1,0,1,3,Transformation Digitale,Occasionnel,0
4,1,4,2,3,4,Non,1371,27,M,5071,Célibataire,Cadre Commercial,3,6,0,0,3,2,1,Infra & Cloud,Frequent,0
1,4,3,3,2,3,Oui,1372,55,M,13695,Célibataire,Cadre Commercial,6,19,1,0,2,13,4,Marketing,Occasionnel,3
4,3,2,1,3,3,Oui,1373,56,M,13402,Marié(e),Tech Lead,4,19,0,1,0,23,3,Infra & Cloud,Occasionnel,15
1,2,3,3,3,4,Non,1374,34,F,2029,Divorcé(e),Assistant de Direction,1,5,0,3,2,26,1,Entrepreunariat,Aucun,0
2,4,3,2,3,4,Non,1375,40,F,6377,Divorcé(e),Manager,5,12,0,3,0,2,1,Transformation Digitale,Occasionnel,11
2,3,3,1,3,3,Non,1377,34,M,5429,Marié(e),Consultant,4,8,0,2,1,29,3,Transformation Digitale,Occasionnel,7
3,2,4,3,4,3,Non,1379,31,F,2785,Célibataire,Représentant Commercial,7,1,1,0,3,2,3,Infra & Cloud,Frequent,0
4,3,3,3,2,3,Oui,1380,35,F,4614,Marié(e),Cadre Commercial,0,4,1,1,0,18,4,Marketing,Frequent,3
4,4,3,4,3,3,Non,1382,38,M,2610,Divorcé(e),Assistant de Direction,1,4,0,3,2,7,3,Infra & Cloud,Frequent,0
3,3,4,4,4,3,Non,1383,34,F,6687,Célibataire,Manager,1,14,0,0,2,2,4,Entrepreunariat,Occasionnel,4
3,2,1,3,3,3,Non,1387,28,M,4724,Marié(e),Cadre Commercial,1,5,0,1,0,26,3,Infra & Cloud,Occasionnel,0
4,3,3,4,2,3,Oui,1389,31,M,6179,Marié(e),Tech Lead,1,10,1,2,3,22,4,Transformation Digitale,Occasionnel,6
1,2,4,4,4,3,Oui,1390,39,M,6120,Marié(e),Cadre Commercial,3,5,0,2,2,21,4,Infra & Cloud,Occasionnel,1
2,3,2,2,3,3,Non,1391,51,M,10596,Marié(e),Cadre Commercial,2,4,0,0,5,2,3,Marketing,Frequent,3
4,3,4,1,2,3,Oui,1392,41,F,5467,Divorcé(e),Assistant de Direction,3,6,0,2,4,22,3,Infra & Cloud,Frequent,3
